TrainingDataset,HumanOrthologGeneID,MouseGeneID,Symbol,Synonyms,Description,EnsemblGeneID,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,MCARTA2.0_score,MCARTA2_FDR,MCARTA2_LIST,MCARTA2_EVIDENCE,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_PrimarySubcellularLocalization_2015
Tnon_mito,6222,20084,Rps18,H-2Ke3|H2-Ke3|Ke-3|ke3|P62270,ribosomal protein S18,ENSMUSG00000008668,152,,SharedDomain,NA,,HomologMitoHighConf,Ortholog,75-100crude,6.5571,0.042,1,"yeast mito homolog, Rickettsial homolog, mito protein domain",chr17,33951998,33955641,13,20,155,3.82E+09,76,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.1,7.7,7.6,7,8.5,9.3,,7.2,7.7,8.8,7.4,7.4,8.5,8.6,
Tmito,5860,110391,Qdpr,2610008L04Rik|D5Ertd371e|Dhpr|PKU2|Q8BVI4,quinoid dihydropteridine reductase,ENSMUSG00000015806,241,2,SharedDomain,2,0.57,NoMitoHomolog,NoHomolog,50-75crude,6.5535,0.043,1,"APEX_matrix, targetP signal, mito protein domain, induction",chr5,45434031,45450229,10,17,91,2.44E+09,70,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, stomach, placenta, testis",8.4,8.2,9,8.4,8.5,8.5,,,7.4,,,7.1,7.9,7.8,"Mitochondria (APE, Uncertain)"
Tnon_mito,6897,110960,Tars,D15Wsu59e|ThrRS|Q9D0R2,threonyl-tRNA synthetase,ENSMUSG00000022241,722,,SharedDomain,10,-0.54,HomologMitoLowConf,Homolog,0-25ambig,6.4946,0.043,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",chr15,11383662,11399658,1,4,5,4.23E+08,6,smallintestine,,,,,,,,,,8.6,,,,,"Cytoplasm (APE, Supportive)"
Tpossible_mito,27129,29818,Hspb7,27kDa|Hsp25-2|cvHsp|P35385,"heat shock protein family, member 7 (cardiovascular)",ENSMUSG00000006221,169,1,SharedDomain,2,1.76,NoMitoHomolog,NoHomolog,,6.4897,0.044,1,"targetP signal+, mito protein domain, induction",chr4,141420778,141425310,,,,,,,,,,,,,,,,,,,,,
Tpossible_mito,123876,233799,Acsm2,AI315615|BC031140|Q8K0L3,acyl-CoA synthetase medium-chain family member 2,ENSMUSG00000030945,600,,SharedDomain,2,,HomologMitoLowConf,Homolog,75-100ambig,6.4835,0.044,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS+",chr7,119554339,119600694,3,44,694,2.92E+11,76,"kidney, liver, heart",,,,,11.5,9.4,8,,,,,,,,
Tmito,90956,57869,Adck2,AA408112|BB006057|Q6NSR3,aarF domain containing kinase 2,ENSMUSG00000046947,617,2,SharedDomain,4,,HomologMitoHighConf,Homolog,,6.4463,0.044,1,"GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain",chr6,39573875,39588769,,,,,,,,,,,,,,,,,,,,,"Cytoplasm (APE, Uncertain)"
Tpossible_mito,6470,20425,Shmt1,AI324848|AI385541|C81125|Shmt|mshmt|mshmt1|mshmt2|P50431,serine hydroxymethyltransferase 1 (soluble),ENSMUSG00000020534,478,,SharedDomain,12,2.69,NoMitoHomolog,Homolog,,6.4378,0.044,1,"Rickettsial homolog, mito protein domain, induction, coexpression",chr11,60788896,60811265,,,,,,,,,,,,,,,,,,,,,"Nucleus;Cytoplasm (APE, Supportive)"
Tnon_mito,114876,64291,Osbpl1a,G430090F17Rik|Gm753|ORP-1|Osbpl1b|Q91XL9,oxysterol binding protein-like 1A,ENSMUSG00000044252,950,,SharedDomain,0,5.89,NoMitoHomolog,Homolog,0-25pure,6.4318,0.044,1,"Rickettsial homolog, mito protein domain, induction, MS/MS",chr18,12755311,12941841,4,10,15,4.40E+08,14,"cerebrum, liver, largeintestine, placenta",8.5,,,,,6.2,,,,,7.4,,8.1,,"Nucleus (APE, Supportive)"
Tnon_mito,55621,212528,Trmt1,6720406L13Rik|6720477L24|D8Ertd812e|Q3TX08,tRNA methyltransferase 1,ENSMUSG00000001909,663,1,SharedDomain,6,,HomologMitoLowConf,NoHomolog,,6.4278,0.044,1,"targetP signal+, yeast mito homolog, mito protein domain, coexpression",chr8,84689246,84699808,,,,,,,,,,,,,,,,,,,,,"Plasma membrane;Cytoplasm (APE, Uncertain)"
Tmito,219402,76366,Mtif3,2810012L14Rik|AI414549|Q9CZD5,mitochondrial translational initiation factor 3,ENSMUSG00000016510,276,5,SharedDomain,7,,NoMitoHomolog,Ortholog,0-25ambig,6.4276,0.045,1,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, coexpression",chr5,146951572,146963797,1,4,4,1.42E+07,12,largeintestine,,,,,,,,,,,7.2,,,,"Mitochondria (APE, Supportive)"
Tmito,100131801,100503890,Pet100,2900053A13Rik|P0DJE0,PET100 homolog (S. cerevisiae),ENSMUSG00000087687,76,,NA,1,,OrthologMitoHighConf,NoHomolog,25-50ambig,6.4192,0.045,1,"literature, yeast mito homolog++, MS/MS",chr8,3621550,3624235,8,7,52,2.67E+08,47,"cerebrum, spinalcord, kidney, liver, heart, smallintestine, largeintestine, placenta",7.4,,,7.1,7.8,6.8,7.1,,,7.4,8,,7.3,,
Tpossible_mito,60678,65967,Eefsec,Selb|sec|Q9JHW4,"eukaryotic elongation factor, selenocysteine-tRNA-specific",ENSMUSG00000033216,583,4,SharedDomain,4,,OrthologMitoLowConf,Homolog,,6.243,0.045,1,"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain",chr6,88257333,88446539,,,,,,,,,,,,,,,,,,,,,"Nucleus (APE, Uncertain)"
Tnon_mito,51109,17252,Rdh11,2610319N22Rik|AI428145|AU045252|Arsdr1|C85936|CGI-82|HCBP12|M42C60|Mdt1|Psdr1|SCALD|UBE-1c1|Ube-1c|Q9QYF1,retinol dehydrogenase 11,ENSMUSG00000066441,316,,SharedDomain,0,,OrthologMitoLowConf,Homolog,25-50crude,6.2221,0.045,1,"yeast mito homolog+, Rickettsial homolog, mito protein domain",chr12,79175550,79191819,1,7,8,8.65E+07,30,testis,,,,,,,,,,,,,,7.9,
Tmito,9650,67472,Mtfr1,1300002C08Rik|1700080D04Rik|2810026O10Rik|4930579E05Rik|Chppr|Fam54a2|Q99MB2,mitochondrial fission regulator 1,ENSMUSG00000027601,328,4,MitoDomain,11,,NoMitoHomolog,NoHomolog,,6.2079,0.046,1,"literature, targetP signal, mito protein domain+, coexpression",chr3,19187328,19220817,,,,,,,,,,,,,,,,,,,,,"Mitochondria (APE, Supportive)"
Tmito,51106,224481,Tfb1m,AI429207|Q8JZM0,"transcription factor B1, mitochondrial",ENSMUSG00000036983,345,5,SharedDomain,3,,NoMitoHomolog,Homolog,25-50pure,6.1784,0.046,1,"literature, APEX_matrix, Rickettsial homolog, mito protein domain, MS/MS+",chr17,3519255,3557713,4,12,29,5.51E+08,41,"brainstem, largeintestine, placenta, testis",,,7.5,,,,,,,,7.4,,7.9,8.6,
Tmito,706,12257,Tspo,Bzrp|IBP|PBR|Tspo1|P50637,translocator protein,ENSMUSG00000041736,169,,SharedDomain,3,0.3,NoMitoHomolog,NoHomolog,75-100pure,6.1372,0.046,1,"literature, mito protein domain, MS/MS++",chr15,83563572,83574203,10,13,272,8.21E+09,96,"spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7.6,9.1,8.8,,7.5,9.2,8.3,8.8,8.6,9.4,8.7,"Cytoplasm;Mitochondria (APE, Supportive)"
Tpossible_mito,2495,14319,Fth1,FHC|Fth|HFt|MFH|P09528,ferritin heavy chain 1,ENSMUSG00000024661,182,,SharedDomain,1,-0.53,NoMitoHomolog,NoHomolog,75-100pure,6.1372,0.046,1,"mito protein domain, MS/MS++",chr19,9982645,9985111,10,18,126,2.22E+09,91,"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta",7.9,6.7,8.4,7.7,,8.1,,,8.3,8,7.5,7.9,9.1,,"Cytoskeleton (Microtubules) (APE, Uncertain)"
Tmito,10249,107146,Glyat,A330009E03Rik|ACGNAT|AI195249|AI315345|CAT|GAT|Q91XE0,glycine-N-acyltransferase,ENSMUSG00000063683,296,,SharedDomain,10,,NoMitoHomolog,NoHomolog,75-100ambig,6.1002,0.046,1,"literature, mito protein domain, coexpression, MS/MS+",chr19,12633307,12651737,4,24,382,5.48E+10,81,"spinalcord, kidney, liver, placenta",,,,7,10.6,10.2,,,,,,,7.4,,
Tpossible_mito,48,11428,Aco1,Aco-1|Irebp|Irp1|P28271,aconitase 1,ENSMUSG00000028405,889,,SharedDomain,17,,HomologMitoLowConf,Homolog,25-50crude,6.0617,0.046,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",chr4,40143264,40199009,4,29,36,2.26E+08,35,"liver, smallintestine, placenta, testis",,,,,,6.5,,,,8.1,,,7.6,7.7,"Cytoplasm;Mitochondria (APE, Supportive)"
Tmito,246243,19819,Rnaseh1,E9QLN8,ribonuclease H1,ENSMUSG00000020630,285,2,NA,5,,NoMitoHomolog,Ortholog,,6.0391,0.046,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, coexpression",chr12,28649601,28659591,,,,,,,,,,,,,,,,,,,,,"Nucleus (APE, Uncertain)"
Tmito,79863,68731,Rbfa,1110032A13Rik|AI595940|Q6P3B9,ribosome binding factor A,ENSMUSG00000024570,350,2,NA,5,,NoMitoHomolog,Ortholog,,6.0391,0.046,1,"APEX_matrix, targetP signal, Rickettsial homolog, coexpression",chr18,80192263,80200619,,,,,,,,,,,,,,,,,,,,,"Mitochondria (APE, Supportive)"
Tpossible_mito,8310,80911,Acox3,BI685180|EST-s59|PCOX|Q9EPL9,"acyl-Coenzyme A oxidase 3, pristanoyl",ENSMUSG00000029098,700,,MitoDomain,3,0.94,NoMitoHomolog,NoHomolog,50-75crude,6.0034,0.046,1,"mito protein domain+, induction",chr5,35583059,35613801,4,31,147,1.11E+10,51,"kidney, liver, adipose, testis",,,,,10,7.3,,,7.6,,,,,8.5,"Vesicles (APE, Uncertain)"
Tpossible_mito,8799,18632,Pex11b,PEX11beta|Pex11pbeta|Q9Z210,peroxisomal biogenesis factor 11 beta,ENSMUSG00000028102,259,2,NA,5,,NoMitoHomolog,NoHomolog,25-50ambig,5.9905,0.046,1,"targetP signal, coexpression, MS/MS",chr3,96635429,96645381,11,10,72,3.43E+09,49,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis",8.4,8.6,8.9,8.7,8.7,8.6,,,6.5,8.3,7.5,,8.2,8.4,
Tpossible_mito,25880,66690,Tmem186,2810440M13Rik|4432406C05Rik|AI648175|AW210586|Q9CR76,transmembrane protein 186,ENSMUSG00000043140,216,2,NA,9,,NoMitoHomolog,NoHomolog,25-50ambig,5.9905,0.046,1,"targetP signal, coexpression, MS/MS",chr16,8633730,8637701,13,10,91,1.22E+09,34,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8,8.1,8.4,7.7,,7.5,7.5,7.8,8.1,7.8,8.1,7.4,7.9,8.2,"Cytoskeleton (Microtubules) (APE, Supportive)"
Tnon_mito,11164,53893,Nudt5,Q9JKX6,nudix (nucleoside diphosphate linked moiety X)-type motif 5,ENSMUSG00000025817,218,,SharedDomain,6,,OrthologMitoHighConf,NoHomolog,,5.9662,0.046,1,"yeast mito homolog++, mito protein domain, coexpression",chr2,5845033,5868736,,,,,,,,,,,,,,,,,,,,,"Vesicles (APE, Uncertain)"
Tmito,6647,20655,Sod1,B430204E11Rik|Cu/Zn-SOD|CuZnSOD|Ipo-1|Ipo1|SODC|Sod-1|P08228,"superoxide dismutase 1, soluble",ENSMUSG00000022982,154,,SharedDomain,7,0.51,HomologMitoLowConf,NoHomolog,50-75crude,5.9256,0.046,1,"literature, yeast mito homolog, mito protein domain, induction, coexpression",chr16,90220741,90226324,14,16,365,2.19E+10,63,all 14,9.2,9,9.7,8.9,9.5,9.5,8.2,8.5,9.3,9,8.7,9,9,9.2,"Nucleus but not nucleoli;Cytoplasm (APE, Supportive)"
Tmito,6770,20845,Star,AV363654|D8Ertd419e|P51557,steroidogenic acute regulatory protein,ENSMUSG00000031574,284,3,SharedDomain,8,,NoMitoHomolog,NoHomolog,25-50ambig,5.9151,0.046,1,"literature, targetP signal, mito protein domain, coexpression, MS/MS",chr8,25808512,25815982,1,7,8,3.26E+08,33,testis,,,,,,,,,,,,,,8.5,
Tnon_mito,23457,56325,Abcb9,TAPL|mKIAA1520|Q9JJ59,"ATP-binding cassette, sub-family B (MDR/TAP), member 9",ENSMUSG00000029408,762,,SharedDomain,1,,OrthologMitoLowConf,Homolog,0-25ambig,5.907,0.046,1,"yeast mito homolog+, Rickettsial homolog, mito protein domain",chr5,124061856,124095798,5,12,46,2.61E+08,19,"cerebrum, cerebellum, stomach, placenta, testis",7.6,7.1,,,,,,,,,,7.6,8,7.8,
Tmito,85865,207704,Gtpbp10,4930545J22Rik|BC034507|Q8K013,GTP-binding protein 10 (putative),ENSMUSG00000040464,366,,SharedDomain,1,,OrthologMitoLowConf,Homolog,0-25ambig,5.907,0.046,1,"APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain",chr5,5537456,5559501,2,4,12,3.94E+07,11,"largeintestine, placenta",,,,,,,,,,,7.2,,7.4,,
Tnon_mito,,320769,Prdx6b,1-cysPrx-P1|4930414C22Rik|Aop2-rs1|Prdx5-rs1|Prdx6-ps1|Prdx6-rs1|Prdx6-rs1-ps|Q8BG37,peroxiredoxin 6B,ENSMUSG00000050114,224,,SharedDomain,2,,OrthologMitoLowConf,Homolog,0-25ambig,5.907,0.046,1,"yeast mito homolog+, Rickettsial homolog, mito protein domain",chr2,80292469,80295358,9,6,20,5.31E+08,24,"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, placenta, testis",7.4,7.3,7.8,7.6,,,,,7,7.4,7.5,,8.1,8.3,
Tpossible_mito,11021,77407,Rab35,9530019H02Rik|AU040256|H-ray|RAB1C|RAY|Q6PHN9,"RAB35, member RAS oncogene family",ENSMUSG00000029518,201,,SharedDomain,0,1.22,HomologMitoLowConf,NoHomolog,50-75ambig,5.9024,0.048,1,"yeast mito homolog, mito protein domain, induction, MS/MS",chr5,115631986,115647158,14,13,223,1.23E+10,58,all 14,9.2,9.2,9.6,8.9,8.9,8.4,8.4,7.9,8.4,8,8.8,8.3,8.9,8.9,
Tpossible_mito,79611,380660,Acss3,8430416H19Rik|Gm874|Q14DH7,acyl-CoA synthetase short-chain family member 3,ENSMUSG00000035948,682,3,SharedDomain,NA,,HomologMitoLowConf,NoHomolog,50-75ambig,5.8664,0.048,1,"targetP signal, yeast mito homolog, mito protein domain, MS/MS",chr10,106936163,107123664,5,32,184,5.20E+09,52,"kidney, liver, adipose, placenta, testis",,,,,8,9.1,,,9.4,,,,9,8.1,"Mitochondria (APE, Uncertain)"
Tnon_mito,5775,19258,Ptpn4,PTPMEG|Ptn4|TEP|TEP/mPTPMEG|hPTP-MEG|Q9WU22,"protein tyrosine phosphatase, non-receptor type 4",ENSMUSG00000026384,926,2,SharedDomain,15,,HomologMitoLowConf,NoHomolog,,5.8545,0.048,1,"targetP signal, yeast mito homolog, mito protein domain, coexpression",chr1,119658092,119837071,,,,,,,,,,,,,,,,,,,,,"Nucleus;Cytoplasm (APE, Supportive)"
Tmito,23597,56360,Acot9,0610041P13Rik|Acate2|C76421|MT-ACT48|U8|p48|Q9R0X4,acyl-CoA thioesterase 9,ENSMUSG00000025287,439,3,NA,3,,NoMitoHomolog,NoHomolog,50-75pure,5.8393,0.049,1,"literature, targetP signal, MS/MS++",chrX,155262499,155297507,13,33,368,1.40E+10,63,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.5,7.6,8.4,8.3,9.2,,7.7,8.2,9.3,9.3,8.1,8.4,9.6,9.5,"Plasma membrane;Cytoplasm (APE, Uncertain)"
Tmito,79714,66658,Ccdc51,5730568A12Rik|AI551049|Q3URS9,coiled-coil domain containing 51,ENSMUSG00000025645,406,3,NA,1,,NoMitoHomolog,NoHomolog,50-75pure,5.8393,0.049,1,"APEX_matrix, targetP signal, MS/MS++",chr9,109082495,109093363,14,26,139,2.20E+09,60,all 14,8.3,7.7,8.2,6.9,8.7,7.6,7.7,7.6,8.2,8.1,8.4,7.2,8.8,7.5,"Mitochondria (APE, Supportive)"
Tpossible_mito,2597,14433,Gapdh,Gapd|P16858,glyceraldehyde-3-phosphate dehydrogenase,ENSMUSG00000057666,359,3,NonMitoDomain,NA,,HomologMitoHighConf,Ortholog,75-100crude,5.8057,0.048,1,"targetP signal, yeast mito homolog, Rickettsial homolog",chr6,125161851,125166467,14,30,750,6.07E+10,79,all 14,9.8,9.6,10.5,9.5,9.1,8.6,7.4,9.2,9.2,9.3,8.5,8.8,9.7,9.6,"Plasma membrane;Cytoplasm (APE, Supportive)"
Tnon_mito,145567,104718,Ttc7b,AA408451|Ttc7l1|E9Q6P5,tetratricopeptide repeat domain 7B,ENSMUSG00000033530,843,,SharedDomain,0,0.53,OrthologMitoLowConf,NoHomolog,0-25crude,5.7926,0.048,1,"yeast mito homolog+, mito protein domain, induction",chr12,100300769,100520822,1,2,2,3.56E+07,4,brainstem,,,7.6,,,,,,,,,,,,"Nucleus but not nucleoli (APE, Uncertain)"
Tmito,25915,66706,Ndufaf3,4733401H18Rik|Q9JKL4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 3",ENSMUSG00000070283,185,2,SharedDomain,2,,NoMitoHomolog,NoHomolog,50-75ambig,5.7781,0.049,1,"literature, targetP signal, mito protein domain, MS/MS",chr9,108565864,108567342,14,9,178,5.20E+09,61,all 14,8.9,8.8,8.8,8.6,8.9,8.2,8.4,7.8,8.3,8.4,8.6,8.3,8.2,8.2,
Tmito,493856,67006,Cisd2,1500009M05Rik|1500026J14Rik|1500031D15Rik|AI848398|B630006A20Rik|Miner1|Noxp70|Zcd2|Q9CQB5,CDGSH iron sulfur domain 2,ENSMUSG00000028165,135,,SharedDomain,29,0.53,NoMitoHomolog,NoHomolog,0-25ambig,5.7739,0.049,1,"literature, mito protein domain, induction, coexpression",chr3,135406411,135423433,1,2,3,2.77E+07,20,testis,,,,,,,,,,,,,,7.4,"Endoplasmic reticulum (APE, Supportive)"
Tmito,80308,319945,Flad1,A930017E24Rik|Pp591|Q8R123,"RFad1, flavin adenine dinucleotide synthetase, homolog (yeast)",ENSMUSG00000042642,492,,SharedDomain,22,0.52,NoMitoHomolog,NoHomolog,0-25ambig,5.7739,0.049,1,"APEX_matrix, mito protein domain, induction, coexpression",chr3,89402672,89411863,3,8,14,1.14E+08,23,"spinalcord, adipose, stomach",,,,6.8,,,,,8,,,6.3,,,"Plasma membrane;Cytoplasm (APE, Supportive)"
Tpossible_mito,31,107476,Acaca,A530025K05Rik|Acac|Acc1|Gm738|Q5SWU9,acetyl-Coenzyme A carboxylase alpha,ENSMUSG00000020532,2345,,SharedDomain,11,,HomologMitoLowConf,Homolog,0-25ambig,5.7466,0.049,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",chr11,84195437,84401651,8,49,88,3.61E+08,23,"brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis",,,7.9,7.2,,6.6,,,7.8,,7.4,6.4,7.6,8.1,"Cytoplasm;Cytoskeleton (Actin filaments) (APE, Supportive)"
Tmito,3098,15275,Hk1,BB404130|Hk-1|Hk1-s|dea|mHk1-s|P17710,hexokinase 1,ENSMUSG00000037012,945,,SharedDomain,2,,HomologMitoLowConf,NoHomolog,50-75pure,5.7073,0.049,1,"literature, yeast mito homolog, mito protein domain, MS/MS++",chr10,62268854,62379908,13,92,5098,3.96E+11,73,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",11.1,11.1,11,10.1,10.3,,9.1,7.7,9.4,8.7,9.8,9.2,9.6,9.2,
Tpossible_mito,51706,72017,Cyb5r1,1500005G05Rik|B5R.1|C80155|Nqo3a2|Q9DB73,cytochrome b5 reductase 1,ENSMUSG00000026456,305,,SharedDomain,3,,HomologMitoLowConf,NoHomolog,50-75pure,5.7073,0.049,1,"yeast mito homolog, mito protein domain, MS/MS++",chr1,134405989,134411738,10,22,182,6.03E+09,59,"cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, placenta, testis",8.8,8.2,8.6,8.9,8,,,8.1,8.9,,8.3,,8.3,9.4,"Nucleoli;Cytoplasm;Mitochondria (APE, Uncertain)"
Tpossible_mito,8564,98256,Kmo,AI046660|Q91WN4,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase),ENSMUSG00000039783,479,,SharedDomain,3,,HomologMitoLowConf,NoHomolog,50-75pure,5.7073,0.049,1,"yeast mito homolog, mito protein domain, MS/MS++",chr1,175632192,175660853,2,26,88,2.73E+09,53,"kidney, liver",,,,,8.4,9.4,,,,,,,,,
Tmito,51001,66410,Mterfd1,2410017I18Rik|MTERF3|Q8R3J4,MTERF domain containing 1,ENSMUSG00000021519,412,3,MitoDomain,5,,NoMitoHomolog,NoHomolog,,5.7037,0.049,1,"literature, APEX_matrix, GFP, targetP signal, mito protein domain+, coexpression",chr13,66912097,66933072,,,,,,,,,,,,,,,,,,,,,"Nucleus but not nucleoli;Mitochondria (APE, Supportive)"
Tmito,55074,170719,Oxr1,2210416C20Rik|C7|C7B|Q4KMM3,oxidation resistance 1,ENSMUSG00000022307,866,,SharedDomain,1,,OrthologMitoLowConf,NoHomolog,25-50ambig,5.6764,0.049,1,"literature, yeast mito homolog+, mito protein domain, MS/MS",chr15,41447481,41861047,3,28,66,5.89E+08,37,"cerebrum, cerebellum, brainstem",7.5,8.2,8.6,,,,,,,,,,,,"Vesicles (APE, Supportive)"
Tnon_mito,27158,78797,Ndor1,4930447P04Rik|NR1|Ndor|A2AI05,NADPH dependent diflavin oxidoreductase 1,ENSMUSG00000006471,662,4,SharedDomain,2,,OrthologMitoHighConf,NoHomolog,,5.6728,0.049,1,"targetP signal, yeast mito homolog++, mito protein domain",chr2,25244812,25255414,,,,,,,,,,,,,,,,,,,,,"Cytoplasm (APE, Supportive)"
Tmito,53343,74167,Nudt9,1190002C07Rik|AI462474|Q8BVU5,nudix (nucleoside diphosphate linked moiety X)-type motif 9,ENSMUSG00000029310,350,4,SharedDomain,9,-0.34,NoMitoHomolog,NoHomolog,25-50ambig,5.6536,0.05,1,"APEX_matrix, targetP signal, mito protein domain, coexpression, MS/MS",chr5,104047010,104065367,4,9,24,1.94E+08,26,"cerebrum, cerebellum, placenta, testis",6.9,6.9,,,,,,,,,,,7.7,8.1,
Tnon_mito,51643,68212,Tmbim4,0610007H07Rik|AU022431|Q9DA39,transmembrane BAX inhibitor motif containing 4,ENSMUSG00000020225,238,,SharedDomain,5,0.92,HomologMitoLowConf,Homolog,,5.6144,0.05,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression",chr10,120208825,120224897,,,,,,,,,,,,,,,,,,,,,
Tnon_mito,7167,21991,Tpi1,AI255506|Tpi|Tpi-1|P17751,triosephosphate isomerase 1,ENSMUSG00000023456,299,,NonMitoDomain,4,0.52,OrthologMitoHighConf,NoHomolog,75-100crude,5.604,0.05,1,"yeast mito homolog++, induction",chr6,124810591,124814296,14,22,340,1.62E+10,81,all 14,9.3,9.2,9.9,9.1,8.8,8.2,7.9,7.9,8.3,8.9,8.1,7.8,9,8.3,"Nucleus but not nucleoli (APE, Supportive)"
Tnon_mito,6311,20239,Atxn2,9630045M23Rik|ATX2|AW544490|Sca2|O70305,ataxin 2,ENSMUSG00000042605,1286,3,SharedDomain,19,,HomologMitoLowConf,NoHomolog,0-25crude,5.5962,0.051,1,"targetP signal, yeast mito homolog, mito protein domain, coexpression",chr5,121711608,121814950,2,4,8,6.02E+07,2,"liver, largeintestine",,,,,,7.6,,,,,7.2,,,,"Cytoplasm (APE, Supportive)"
Tmito,29920,69051,Pycr2,1810018M05Rik|P5cr2|Q922Q4,"pyrroline-5-carboxylate reductase family, member 2",ENSMUSG00000026520,320,5,SharedDomain,2,,NoMitoHomolog,NoHomolog,50-75pure,5.5721,0.052,1,"APEX_matrix, mito protein domain, MS/MS++",chr1,180904273,180908088,9,23,212,6.96E+09,72,"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, stomach, placenta, testis",8.4,7.8,8.2,8.8,,,,,8.6,,8.7,8.3,9.4,9.3,"Mitochondria (APE, Uncertain)"
Tmito,79896,208967,Thnsl1,AW413632|Q8BH55,threonine synthase-like 1 (bacterial),ENSMUSG00000048550,747,5,SharedDomain,3,,NoMitoHomolog,NoHomolog,50-75pure,5.5721,0.052,1,"APEX_matrix, mito protein domain, MS/MS++",chr2,21205723,21215009,9,36,257,5.28E+09,54,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, stomach, testis",8.9,8.6,8.8,8.9,,,,7.6,7.9,,7.7,7.2,,9.4,"Nucleus (APE, Supportive)"
Tnon_mito,3094,15254,Hint1,AA673479|Hint|Ipk1|PKCI-1|PRKCNH1|P70349,histidine triad nucleotide binding protein 1,ENSMUSG00000020267,126,,SharedDomain,13,-0.18,NoMitoHomolog,Homolog,75-100crude,5.5326,0.052,1,"Rickettsial homolog, mito protein domain, coexpression",chr11,54866437,54870496,8,9,50,1.28E+09,87,"cerebrum, cerebellum, brainstem, spinalcord, kidney, smallintestine, placenta, testis",7.9,7.6,8.8,8,7.7,,,,,8.2,,,8,8.1,"Cytoplasm (APE, Supportive)"
Tnon_mito,84033,380698,Obscn,BC046431|Gm878|OTTMUSG00000005786|UNC89|H7BX05,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",ENSMUSG00000061462,8032,5,SharedDomain,11,1,NoMitoHomolog,NoHomolog,0-25crude,5.497,0.053,1,"mito protein domain, induction, coexpression",chr11,58994255,59136375,7,24,37,1.81E+09,4,"cerebrum, cerebellum, kidney, skeletalmuscle, smallintestine, stomach, testis",7.8,7.7,,,9,,,7.4,,7.2,,7.1,,7.7,"Nucleus but not nucleoli;Plasma membrane;Cytoplasm (APE, Uncertain)"
